variant,seed,best_depth,best_perplexity,mean_ppl_8_24,ppl_at_8,ppl_at_16,ppl_at_24,ppl_at_32,regret_at_32_percent,adjacent_ppl_increases
fixed_am_control,42,10,1107.3183646209136,1112.8627663379248,1109.6599235934593,1111.3803898579642,1122.5973104709137,1136.571291063948,2.641781025012535,22
fixed_ma,42,12,988.4463594306275,994.0222948915615,993.5010348453457,991.4381546125857,1004.9068286025746,1023.5850645319643,3.554943044312253,20
fixed_am_control,43,10,1129.2142599632143,1137.1263646907876,1130.8582705247547,1136.3729512224472,1148.0501220010099,1158.7262252906949,2.6134956291148814,22
fixed_ma,43,11,905.822719151804,912.4035331973007,910.8178895872816,909.8650738781744,924.6994142288338,944.7647323050035,4.299076665869461,21
fixed_am_control,44,12,1088.0389070030942,1092.616805199241,1092.9522730339754,1090.4046884715904,1101.2717887485674,1115.7860733855193,2.550199832361888,20
fixed_ma,44,12,937.5010236445083,942.8699397672593,944.1918714140741,939.9181249802996,953.4240215859677,973.6009062271335,3.8506499376702363,20
fixed_am_control,mean,11,1108.4561004503166,1114.2019787426511,1111.1568223840632,1112.7193431840005,1123.9730737401637,1137.0278632467207,2.5776178943664574,21
fixed_ma,mean,12,943.9548999403606,949.7652559520405,949.5035986155671,947.0737844903532,961.0100881391254,980.6502343547004,3.8874033512255934,20
