variant,seed,eval_loops,loss,perplexity,last_hidden_norm,last_relative_update,last_cosine_to_previous
random_r8_24_final,44,8,7.168163776397705,1297.4599874785347,4.170937538146973,0.052689895033836365,0.9983518719673157
random_r8_24_final,44,9,7.163656234741211,1291.624793606985,4.170937538146973,0.04323017597198486,0.9988898038864136
random_r8_24_final,44,10,7.161320686340332,1288.6116614134446,4.170937538146973,0.0358571857213974,0.9992357492446899
random_r8_24_final,44,11,7.16008186340332,1287.0162881269277,4.170937538146973,0.03005996346473694,0.9994624257087708
random_r8_24_final,44,12,7.159468650817871,1286.2273154700747,4.170937538146973,0.025462200865149498,0.9996142387390137
random_r8_24_final,44,13,7.159274578094482,1285.9777180528731,4.170937538146973,0.02178804576396942,0.9997175931930542
random_r8_24_final,44,14,7.159372806549072,1286.1040438610473,4.170937538146973,0.018834523856639862,0.9997891783714294
random_r8_24_final,44,15,7.15968132019043,1286.5008857151984,4.170937538146973,0.016450203955173492,0.9998390078544617
random_r8_24_final,44,16,7.160164833068848,1287.123075867892,4.170937538146973,0.014519973658025265,0.9998744130134583
random_r8_24_final,44,17,7.160771369934082,1287.9040002692782,4.170937538146973,0.012954715639352798,0.9998998045921326
random_r8_24_final,44,18,7.161484241485596,1288.8224377172203,4.170937538146973,0.011683781631290913,0.9999175071716309
random_r8_24_final,44,19,7.162276268005371,1289.843623616948,4.170937538146973,0.010650941170752048,0.9999306201934814
random_r8_24_final,44,20,7.163136005401611,1290.9530272450322,4.170937538146973,0.009810260497033596,0.9999406337738037
random_r8_24_final,44,21,7.164052963256836,1292.1373196542238,4.170937538146973,0.009124428033828735,0.9999473094940186
random_r8_24_final,44,22,7.16502571105957,1293.394854925924,4.170937538146973,0.008563127368688583,0.9999529123306274
random_r8_24_final,44,23,7.166046619415283,1294.7159667928813,4.170937538146973,0.008101468905806541,0.9999569654464722
random_r8_24_final,44,24,7.167112827301025,1296.097139344162,4.170937538146973,0.0077193123288452625,0.9999598264694214
random_r8_24_final,44,25,7.168224334716797,1297.5385618536072,4.170937538146973,0.007400489412248135,0.9999622702598572
random_r8_24_final,44,26,7.169392108917236,1299.0546789791536,4.170937538146973,0.007131949532777071,0.9999638795852661
random_r8_24_final,44,27,7.170598030090332,1300.622181473806,4.170937538146973,0.006903380621224642,0.9999653697013855
random_r8_24_final,44,28,7.171849727630615,1302.251186357211,4.170937538146973,0.006706560030579567,0.999966561794281
random_r8_24_final,44,29,7.173155307769775,1303.952489994775,4.170937538146973,0.006535002030432224,0.9999676942825317
random_r8_24_final,44,30,7.174504280090332,1305.7126727630948,4.170937538146973,0.0063836597837507725,0.9999685287475586
random_r8_24_final,44,31,7.175905704498291,1307.543813175225,4.170937538146973,0.006248490884900093,0.9999695420265198
random_r8_24_final,44,32,7.177349090576172,1309.4324664113792,4.170937538146973,0.006126416847109795,0.999970018863678
random_r8_24_intermediate,42,4,7.09794807434082,1209.482757842548,4.121654510498047,0.10199959576129913,0.9932109117507935
random_r8_24_intermediate,42,5,7.047872066497803,1150.408144321315,4.121654510498047,0.08038966357707977,0.9957261681556702
random_r8_24_intermediate,42,6,7.025483131408691,1124.9379205793296,4.121654510498047,0.06356507539749146,0.9973164796829224
random_r8_24_intermediate,42,7,7.015850067138672,1114.1533489234478,4.121654510498047,0.050808072090148926,0.9982879161834717
random_r8_24_intermediate,42,8,7.0118088722229,1109.6599235934593,4.121654510498047,0.041165947914123535,0.9988815784454346
random_r8_24_intermediate,42,9,7.010197639465332,1107.8734427794948,4.121654510498047,0.03383779525756836,0.9992496371269226
random_r8_24_intermediate,42,10,7.0096964836120605,1107.3183646209136,4.121654510498047,0.028214968740940094,0.9994815587997437
random_r8_24_intermediate,42,11,7.009744167327881,1107.37116693403,4.121654510498047,0.023850908502936363,0.999631404876709
random_r8_24_intermediate,42,12,7.01012659072876,1107.794732567267,4.121654510498047,0.02042337879538536,0.9997308254241943
random_r8_24_intermediate,42,13,7.010731220245361,1108.4647404937857,4.121654510498047,0.0177008043974638,0.9997976422309875
random_r8_24_intermediate,42,14,7.011484146118164,1109.2996465477354,4.121654510498047,0.015516380779445171,0.9998436570167542
random_r8_24_intermediate,42,15,7.01237678527832,1110.2902929316901,4.121654510498047,0.013748851604759693,0.9998763203620911
random_r8_24_intermediate,42,16,7.013358116149902,1111.3803898579642,4.121654510498047,0.012308506295084953,0.9998995661735535
